Id,Weekly_Sales
1_5_2012-11-02,8699.362066224814
1_5_2012-11-09,8712.716839812563
1_5_2012-11-16,8726.08527407827
1_5_2012-11-23,8739.467376005165
1_5_2012-11-30,8752.863152576474
1_5_2012-12-07,8766.272610775412
1_5_2012-12-14,8779.695757585207
1_5_2012-12-21,8793.132599989087
1_5_2012-12-28,8806.58314497027
1_5_2013-01-04,8820.04739951198
1_5_2013-01-11,8833.525370597441
1_5_2013-01-18,8847.017065209884
1_5_2013-01-25,8860.522490332522
1_5_2013-02-01,8874.041652948583
1_5_2013-02-08,8887.574560041296
1_5_2013-02-15,8901.121218593875
1_5_2013-02-22,8914.68163558955
1_5_2013-03-01,8928.255818011547
1_5_2013-03-08,8941.84377284308
1_5_2013-03-15,8955.44550706738
1_5_2013-03-22,8969.061027667674
1_5_2013-03-29,8982.690341627176
1_5_2013-04-05,8996.333455929116
1_5_2013-04-12,9023.661113493203
1_5_2013-04-19,9037.345670721796
1_5_2013-04-26,9051.044056225719
1_5_2013-05-03,9078.482339992459
1_5_2013-05-10,9105.976020659211
1_5_2013-05-17,9133.52515409176
1_5_2013-05-24,9147.320533053273
1_5_2013-05-31,9188.790002717427
1_5_2013-06-07,9216.505829642116
1_5_2013-06-14,9230.384618198712
1_5_2013-06-21,9244.277332795768
1_5_2013-06-28,9272.104568044164
1_5_2013-07-05,9286.039102661958
1_5_2013-07-12,9299.987591253104
1_5_2013-07-19,9398.01830923597
1_5_2013-07-26,9454.343925199371
1_6_2012-11-02,9468.460406162272
1_6_2012-11-09,9496.735509337095
1_6_2012-11-16,9567.669417110554
1_6_2012-11-23,9581.898451645848
1_6_2012-11-30,9596.141586802201
1_6_2012-12-07,9610.398829562831
1_6_2012-12-14,9624.670186910966
1_6_2012-12-21,9653.255273302644
1_6_2012-12-28,9681.89690184302
1_6_2013-01-04,9724.965483388805
1_6_2013-01-11,9739.350008833027
1_6_2013-01-18,9753.74871171376
1_6_2013-01-25,9768.161599014235
1_6_2013-02-01,9782.588677717678
1_6_2013-02-08,9797.029954807305
1_6_2013-02-15,9811.485437266345
1_6_2013-02-22,9825.955132078025
1_6_2013-03-01,9840.43904622556
1_6_2013-03-08,9287.85181569635
1_6_2013-03-15,9301.802119015932
1_6_2013-03-22,9315.766384200013
1_6_2013-03-29,9329.744618231818
1_6_2013-04-05,9343.736828094574
1_6_2013-04-12,9357.743020771499
1_6_2013-04-19,9371.763203245819
1_6_2013-04-26,9385.797382500763
1_6_2013-05-03,9399.845565519547
1_6_2013-05-10,9413.907759285396
1_6_2013-05-17,9427.983970781539
1_6_2013-05-24,9442.074206991192
1_6_2013-05-31,9456.178474897584
1_6_2013-06-07,9470.296781483941
1_6_2013-06-14,9498.575538629428
1_6_2013-06-21,9512.736003155007
1_6_2013-06-28,9526.910534293447
1_6_2013-07-05,9541.099139027963
1_6_2013-07-12,9555.301824341783
1_6_2013-07-19,9569.518597218135
1_6_2013-07-26,9583.749464640234
1_7_2012-11-02,9597.994433591308
1_7_2012-11-09,9612.253511054585
1_7_2012-11-16,9626.526704013279
1_7_2012-11-23,9640.81401945062
1_7_2012-11-30,9655.115464349836
1_7_2012-12-07,9669.431045694138
1_7_2012-12-14,9683.760770466759
1_7_2012-12-21,9698.104645650921
1_7_2012-12-28,9712.462678229853
1_7_2013-01-04,9726.834875186767
1_7_2013-01-11,9741.221243504899
1_7_2013-01-18,9755.62179016746
1_7_2013-01-25,9770.036522157681
1_7_2013-02-01,9784.465446458787
1_7_2013-02-08,9798.908570054004
1_7_2013-02-15,9813.365899926544
1_7_2013-02-22,9842.32320643652
1_7_2013-03-01,9856.823197040398
1_7_2013-03-08,9871.337421854498
1_7_2013-03-15,9900.408602046276
1_7_2013-03-22,9929.536802877641
1_7_2013-03-29,9958.722080214377
1_7_2013-04-05,9973.336140030318
1_7_2013-04-12,10017.264087867137
1_7_2013-04-19,10046.620929914743
1_7_2013-04-26,10061.320834935132
1_7_2013-05-03,10076.03507193088
1_7_2013-05-10,10105.50656978134
1_7_2013-05-17,10120.263844602505
1_7_2013-05-24,10135.035479331917
1_7_2013-05-31,10238.839586459662
1_7_2013-06-07,10298.473212502086
1_7_2013-06-14,10313.41771082198
1_7_2013-06-21,10343.350066515457
1_7_2013-06-28,10418.434209446214
1_7_2013-07-05,10433.494508817646
1_7_2013-07-12,10448.569314745031
1_7_2013-07-19,10463.658634211593
1_7_2013-07-26,10478.762474200546
1_8_2012-11-02,10509.013743678548
1_8_2012-11-09,10539.323179044819
1_8_2012-11-16,10584.89651534116
1_8_2012-11-23,10600.116770905352
1_8_2012-11-30,10615.35160984095
1_8_2012-12-07,10630.601039131183
1_8_2012-12-14,10645.865065759273
1_8_2012-12-21,10661.143696708452
1_8_2012-12-28,10676.43693896193
1_8_2013-01-04,10691.744799502938
1_8_2013-01-11,10707.067285314704
1_8_2013-01-18,10722.404403380442
1_8_2013-01-25,8380.075733358211
1_8_2013-02-01,8393.101791319617
1_8_2013-02-08,8406.141340832144
1_8_2013-02-15,8419.194388879025
1_8_2013-02-22,8432.26094244348
1_8_2013-03-01,8445.341008508738
1_8_2013-03-08,8458.434594058015
1_8_2013-03-15,8471.541706074539
1_8_2013-03-22,8484.662351541536
1_8_2013-03-29,8497.796537442224
1_8_2013-04-05,8510.944270759828
1_8_2013-04-12,8524.105558477579
1_8_2013-04-19,8537.280407578692
1_8_2013-04-26,8550.468825046391
1_8_2013-05-03,8576.886393014456
1_8_2013-05-10,8590.115557481266
1_8_2013-05-17,8603.358318247561
1_8_2013-05-24,8616.61468229656
1_8_2013-05-31,8629.884656611492
1_8_2013-06-07,8643.16824817558
1_8_2013-06-14,8656.465463972045
1_8_2013-06-21,8669.776310984109
1_8_2013-06-28,8683.100796195
1_8_2013-07-05,8696.438926587945
1_8_2013-07-12,8709.79070914616
1_8_2013-07-19,8723.15615085287
1_8_2013-07-26,8736.535258691307
1_9_2012-11-02,8749.928039644683
1_9_2012-11-09,8763.334500696226
1_9_2012-11-16,8776.754648829168
1_9_2012-11-23,8790.188491026718
1_9_2012-11-30,8803.63603427211
1_9_2012-12-07,8817.097285548567
1_9_2012-12-14,8830.572251839307
1_9_2012-12-21,8844.060940127558
1_9_2012-12-28,8857.563357396542
1_9_2013-01-04,8871.079510629488
1_9_2013-01-11,8898.15305292014
1_9_2013-01-18,8911.710455944303
1_9_2013-01-25,8925.281622865312
1_9_2013-02-01,8952.46527633079
1_9_2013-02-08,8966.0777768417
1_9_2013-02-15,8979.704069182357
1_9_2013-02-22,9006.998057285813
1_9_2013-03-01,9020.665767015056
1_9_2013-03-08,9061.751842711534
1_9_2013-03-15,9089.211751765382
1_9_2013-03-22,9102.962484818832
1_9_2013-03-29,9116.727079534268
1_9_2013-04-05,9144.297881883993
1_9_2013-04-12,9158.104103484724
1_9_2013-04-19,9171.924214680339
1_9_2013-04-26,9269.054488297033
1_9_2013-05-03,9324.864148296083
1_9_2013-05-10,9338.8514793217
1_9_2013-05-17,9366.86808948651
1_9_2013-05-24,9437.15463811157
1_9_2013-05-31,9451.254007681744
1_9_2013-06-07,9465.367413494498
1_9_2013-06-14,9479.494862533056
1_9_2013-06-21,9493.636361780635
1_9_2013-06-28,9521.961538835765
1_9_2013-07-05,9550.343000525674
1_9_2013-07-12,9593.020848957174
1_9_2013-07-19,9607.275001273003
1_9_2013-07-26,9621.543266646875
1_10_2012-11-02,9635.825652062003
1_10_2012-11-09,9650.122164501618
1_10_2012-11-16,9664.432810948947
1_10_2012-11-23,9678.757598387203
1_10_2012-11-30,9693.096533799615
1_10_2012-12-07,9707.449624169412
1_10_2012-12-14,9721.81687647981
1_10_2012-12-21,8449.097022682392
1_10_2012-12-28,8462.194489136653
1_10_2013-01-04,8475.305484062103
1_10_2013-01-11,8488.43001444196
1_10_2013-01-18,8501.568087259448
1_10_2013-01-25,8514.719709497798
1_10_2013-02-01,8527.884888140225
1_10_2013-02-08,8541.063630169954
1_10_2013-02-15,8554.255942570217
1_10_2013-02-22,8567.461832324227
1_10_2013-03-01,8580.68130641521
1_10_2013-03-08,8593.914371826395
1_10_2013-03-15,8607.161035541005
1_10_2013-03-22,8620.421304542258
1_10_2013-03-29,8646.982686337602
1_10_2013-04-05,8660.283813098136
1_10_2013-04-12,8673.59857307821
1_10_2013-04-19,8686.926973261056
1_10_2013-04-26,8700.269020629885
1_10_2013-05-03,8713.624722167926
1_10_2013-05-10,8726.994084858403
1_10_2013-05-17,8740.377115684545
1_10_2013-05-24,8753.773821629566
1_10_2013-05-31,8767.184209676694
1_10_2013-06-07,8780.608286809156
1_10_2013-06-14,8794.04606001017
1_10_2013-06-21,8807.497536262961
1_10_2013-06-28,8820.96272255076
1_10_2013-07-05,8834.441625856778
1_10_2013-07-12,8847.934253164247
1_10_2013-07-19,8861.440611456394
1_10_2013-07-26,8874.960707716433
1_11_2012-11-02,8888.49454892759
1_11_2012-11-09,8902.0421420731
1_11_2012-11-16,8915.60349413617
1_11_2012-11-23,8929.178612100033
1_11_2012-11-30,8942.767502947912
1_11_2012-12-07,8969.986631228614
1_11_2012-12-14,8983.616882627883
1_11_2012-12-21,8997.260934844064
1_11_2012-12-28,9024.590469660043
1_11_2013-01-04,9038.275966226298
1_11_2013-01-11,9051.975291542352
1_11_2013-01-18,9079.415456356777
1_11_2013-01-25,9093.15630982159
1_11_2013-02-01,9134.462038245127
1_11_2013-02-08,9162.068567050635
1_11_2013-02-15,9175.892665360003
1_11_2013-02-22,9189.730662251412
1_11_2013-03-01,9217.448379713258
1_11_2013-03-08,9231.328114250136
1_11_2013-03-15,9245.221775301952
1_11_2013-03-22,9342.8679316737
1_11_2013-03-29,9398.973194059761
1_11_2013-04-05,9413.034517982269
1_11_2013-04-12,9441.19922470105
1_11_2013-04-19,9511.85666081203
1_11_2013-04-26,9526.030318639569
1_11_2013-05-03,9540.218049629737
1_11_2013-05-10,9554.419860765764
1_11_2013-05-17,9568.635759030874
1_11_2013-05-24,9597.109844881239
1_11_2013-05-31,9625.64036304662
1_11_2013-06-07,9668.54207309175
1_11_2013-06-14,9682.870919785571
1_11_2013-06-21,9697.213916457487
1_11_2013-06-28,9711.57107009073
1_11_2013-07-05,9725.942387668509
1_11_2013-07-12,9740.327876174055
1_11_2013-07-19,9754.727542590592
1_11_2013-07-26,9769.141393901347
1_12_2012-11-02,9783.569437089536
1_12_2012-11-09,9798.011679138392
1_12_2012-11-16,8215.075141771373
1_12_2012-11-23,8227.9296924154
1_12_2012-11-30,8240.797645521216
1_12_2012-12-07,8253.67900807203
1_12_2012-12-14,8266.573787051071
1_12_2012-12-21,8279.481989441569
1_12_2012-12-28,8292.403622226739
1_12_2013-01-04,8305.338692389805
1_12_2013-01-11,8318.287206914001
1_12_2013-01-18,8331.249172782538
1_12_2013-01-25,8344.224596978644
1_12_2013-02-01,8357.213486485549
1_12_2013-02-08,8370.215848286469
1_12_2013-02-15,8383.231689364628
1_12_2013-02-22,8409.30383728557
1_12_2013-03-01,8422.360158094796
1_12_2013-03-08,8435.429986114157
1_12_2013-03-15,8448.513328326884
1_12_2013-03-22,8461.610191716189
1_12_2013-03-29,8474.720583265302
1_12_2013-04-05,8487.84450995745
1_12_2013-04-12,8500.981978775848
1_12_2013-04-19,8514.132996703724
1_12_2013-04-26,8527.297570724306
1_12_2013-05-03,8540.475707820811
1_12_2013-05-10,8553.667414976464
1_12_2013-05-17,8566.872699174495
1_12_2013-05-24,8580.09156739812
1_12_2013-05-31,8593.324026630564
1_12_2013-06-07,8606.570083855057
1_12_2013-06-14,8619.829746054813
1_12_2013-06-21,8633.103020213062
1_12_2013-06-28,8646.389913313025
1_12_2013-07-05,8659.690432337933
1_12_2013-07-12,8673.004584270999
1_12_2013-07-19,8686.332376095452
1_12_2013-07-26,8699.673814794518
1_13_2012-11-02,8726.39766074937
1_13_2012-11-09,8739.78008197161
1_13_2012-11-16,8753.176178001351
1_13_2012-11-23,8780.009422416248
1_13_2012-11-30,8806.897449859844
1_13_2012-12-07,8833.840316197939
1_13_2012-12-14,8847.33233141048
1_13_2012-12-21,8887.890789020768
1_13_2012-12-28,8914.998507237087
1_13_2013-01-04,8928.573011237751
1_13_2013-01-11,8942.161287811054
1_13_2013-01-18,8969.379186608467
1_13_2013-01-25,8983.008822799022
1_13_2013-02-01,8996.652259495115
1_13_2013-02-08,9092.543317113415
1_13_2013-02-15,9147.642893719169
1_13_2013-02-22,9161.452481173086
1_13_2013-03-01,9189.113336926472
1_13_2013-03-08,9258.508940459375
1_13_2013-03-15,9272.429853743082
1_13_2013-03-22,9286.364714180016
1_13_2013-03-29,9300.313528753406
1_13_2013-04-05,9314.27630444647
1_13_2013-04-12,9342.243767124522
1_13_2013-04-19,9370.267158079974
1_13_2013-04-26,9412.407232239675
1_13_2013-05-03,9426.48194828621
1_13_2013-05-10,9440.570688301434
1_13_2013-05-17,9454.673459268577
1_13_2013-05-24,9468.790268170855
1_13_2013-05-31,9482.921121991498
1_13_2013-06-07,9497.066027713721
1_13_2013-06-14,9511.224992320755
1_13_2013-06-21,9525.398022795822
1_13_2013-06-28,9539.585126122149
1_13_2013-07-05,8336.166775007187
1_13_2013-07-12,8349.147303291662
1_13_2013-07-19,8362.141299534374
1_13_2013-07-26,8375.148770718555
1_14_2012-11-02,8388.169723827426
1_14_2012-11-09,8401.204165844216
1_14_2012-11-16,8414.25210375214
1_14_2012-11-23,8427.313544534425
1_14_2012-11-30,8440.3884951743
1_14_2012-12-07,8453.47696265498
1_14_2012-12-14,8466.578953959695
1_14_2012-12-21,8479.694476071669
1_14_2012-12-28,8492.82353597412
1_14_2013-01-04,8505.966140650275
1_14_2013-01-11,8532.292012256596
1_14_2013-01-18,8545.475293153206
1_14_2013-01-25,8558.672146756418
1_14_2013-02-01,8571.882580049449
1_14_2013-02-08,8585.106600015526
1_14_2013-02-15,8598.344213637874
1_14_2013-02-22,8611.59542789972
1_14_2013-03-01,8624.860249784278
1_14_2013-03-08,8638.138686274779
1_14_2013-03-15,8651.430744354448
1_14_2013-03-22,8664.736431006502
1_14_2013-03-29,8678.055753214168
1_14_2013-04-05,8691.388717960674
1_14_2013-04-12,8704.735332229237
1_14_2013-04-19,8718.095603003081
1_14_2013-04-26,8731.469537265439
1_14_2013-05-03,8744.857141999522
1_14_2013-05-10,8758.25842418856
1_14_2013-05-17,8771.67339081578
1_14_2013-05-24,8785.102048864399
1_14_2013-05-31,8798.544405317643
1_14_2013-06-07,8812.000467158736
1_14_2013-06-14,8825.470241370907
1_14_2013-06-21,8852.450954841355
1_14_2013-06-28,8865.961908066087
1_14_2013-07-05,8879.486601594785
1_14_2013-07-12,8906.57723749698
1_14_2013-07-19,8933.722918413727
1_14_2013-07-26,8947.316418210623
1_16_2012-11-02,8960.923700210826
1_16_2012-11-09,8974.54477139756
1_16_2012-11-16,9015.490789909214
1_16_2012-11-23,9042.85720954209
1_16_2012-11-30,9056.561162495727
1_16_2012-12-07,9070.278953518464
1_16_2012-12-14,9097.756077704138
1_16_2012-12-21,9111.515424833517
1_16_2012-12-28,9125.288637964895
1_16_2013-01-04,9222.089964531167
1_16_2013-01-11,9277.711135743657
1_16_2013-01-18,9291.651285590418
1_16_2013-01-25,9319.573462618875
1_16_2013-02-01,9389.623515527563
1_16_2013-02-08,9403.67551517581
1_16_2013-02-15,9417.74152747375
1_16_2013-02-22,9431.821559404607
1_16_2013-03-01,9445.915617951609
1_16_2013-03-08,9474.145842826922
1_16_2013-03-15,9502.432257965473
1_16_2013-03-22,9544.967359623306
1_16_2013-03-29,9559.173882495475
1_16_2013-04-05,9573.394494832804
1_16_2013-04-12,9587.629203618506
1_16_2013-04-19,9601.878015835808
1_16_2013-04-26,9616.140938467934
1_16_2013-05-03,9630.417978498112
1_16_2013-05-10,9644.709142909558
1_16_2013-05-17,9659.014438685506
1_16_2013-05-24,9673.333872809168
1_16_2013-05-31,8434.177187413341
1_16_2013-06-07,8447.259234535732
1_16_2013-06-14,8460.354802165642
1_16_2013-06-21,8473.463897286303
1_16_2013-06-28,8486.586526880938
1_16_2013-07-05,8499.722697932764
1_16_2013-07-12,8512.872417425011
1_16_2013-07-19,8526.035692340904
1_16_2013-07-26,8539.21252966366
1_17_2012-11-02,8552.402936376506
1_17_2012-11-09,8565.60691946267
1_17_2012-11-16,8578.824485905368
1_17_2012-11-23,8592.055642687828
1_17_2012-11-30,8605.300396793278
1_17_2012-12-07,8631.83072490602
1_17_2012-12-14,8645.116312879762
1_17_2012-12-21,8658.415526109391
1_17_2012-12-28,8671.728371578118
1_17_2013-01-04,8685.054856269171
1_17_2013-01-11,8698.394987165782
1_17_2013-01-18,8711.748771251163
1_17_2013-01-25,8725.116215508542
1_17_2013-02-01,8738.497326921148
1_17_2013-02-08,8751.892112472196
1_17_2013-02-15,8765.300579144914
1_17_2013-02-22,8778.72273392253
1_17_2013-03-01,8792.158583788258
1_17_2013-03-08,8805.608135725326
1_17_2013-03-15,8819.071396716965
1_17_2013-03-22,8832.548373746387
1_17_2013-03-29,8846.039073796821
1_17_2013-04-05,8859.543503851495
1_17_2013-04-12,8873.061670893625
1_17_2013-04-19,8886.593581906438
1_17_2013-04-26,8900.139243873156
1_17_2013-05-03,8913.698663777011
1_17_2013-05-10,8927.271848601215
1_17_2013-05-17,8954.459540943586
1_17_2013-05-24,8968.074062428195
1_17_2013-05-31,8981.702376766054
1_17_2013-06-07,9009.000411934418
1_17_2013-06-14,9036.353702314462
1_17_2013-06-21,9063.762303771971
1_17_2013-06-28,9077.487363612838
1_17_2013-07-05,9118.745663382568
1_17_2013-07-12,9146.320533267233
1_17_2013-07-19,9160.128790170687
1_17_2013-07-26,9173.950937692527
1_18_2012-11-02,9201.636932524236
1_18_2012-11-09,9215.50079380056
1_18_2012-11-16,9229.378573628157
1_18_2012-11-23,9326.91333844786
1_18_2012-11-30,9382.95477331792
1_18_2012-12-07,9397.000120452283
1_18_2012-12-14,9425.13284970377
1_18_2012-12-21,9495.710202782468
1_18_2012-12-28,9509.86782011256
1_18_2013-01-04,9524.039502641626
1_18_2013-01-11,9538.225257352895
1_18_2013-01-18,9552.425091229581
1_18_2013-01-25,9580.867024412113
1_18_2013-02-01,9609.36535805501
1_18_2013-02-08,9652.21873158897
1_18_2013-02-15,9666.531450185083
1_18_2013-02-22,9680.858310795626
1_18_2013-03-01,9695.199320403826
1_18_2013-03-08,9709.554485992909
1_18_2013-03-15,9723.923814546102
1_18_2013-03-22,9738.30731304662
1_18_2013-03-29,9752.70498847769
1_18_2013-04-05,9767.116847822543
1_18_2013-04-12,9781.542898064392
1_18_2013-04-19,8109.81650219139
1_18_2013-04-26,8122.561043219946
1_18_2013-05-03,8135.318929252695
1_18_2013-05-10,8148.090167272866
1_18_2013-05-17,8160.874764263685
1_18_2013-05-24,8173.672727208369
1_18_2013-06-07,8186.484063090144
1_18_2013-07-05,8199.30877889224
1_19_2012-11-02,8212.146881597871
1_19_2012-11-09,8224.998378190267
1_19_2012-11-16,8237.863275652648
1_19_2012-11-23,8250.741580968246
1_19_2012-11-30,8263.633301120271
1_19_2012-12-07,8276.538443091957
1_19_2012-12-14,8302.389020427201
1_19_2012-12-21,8315.334469757203
1_19_2012-12-28,8328.293368839762
1_19_2013-01-04,8341.265724658093
1_19_2013-01-11,8354.251544195426
1_19_2013-01-18,8367.250834434986
1_19_2013-01-25,8380.26360235999
1_19_2013-02-01,8393.289854953666
1_19_2013-02-08,8406.329599199236
1_19_2013-02-15,8419.382842079931
1_19_2013-02-22,8432.449590578963
1_19_2013-03-01,8445.529851679561
1_19_2013-03-08,8458.623632364955
1_19_2013-03-15,8471.730939618357
1_19_2013-03-22,8484.851780422998
1_19_2013-03-29,8497.986161762103
1_19_2013-04-05,8511.134090618889
1_19_2013-04-12,8524.295573976584
1_19_2013-04-19,8537.470618818415
1_19_2013-04-26,8550.659232127598
1_19_2013-05-03,8563.861420887362
1_19_2013-05-10,8577.077192080933
1_19_2013-05-17,8590.306552691527
1_19_2013-05-24,8616.80607009669
1_19_2013-05-31,8630.076240857712
1_19_2013-06-07,8643.360028968651
1_19_2013-06-14,8669.968485173196
1_19_2013-06-21,8696.631494576108
1_19_2013-06-28,8723.349113043187
1_19_2013-07-05,8736.728418133844
1_19_2013-07-12,8776.948400632986
1_19_2013-07-19,8803.830181487288
1_19_2013-07-26,8817.291630620572
1_20_2012-11-02,8830.766794868909
1_20_2012-11-09,8857.758296643644
1_20_2012-11-16,8871.274648136485
1_20_2012-11-23,8884.80474267728
1_20_2012-11-30,8979.900796396174
1_20_2012-12-07,9034.54482099258
1_20_2012-12-14,9048.240376800204
1_20_2012-12-21,9075.672996888252
1_20_2012-12-28,9144.49700575011
1_20_2013-01-04,9158.303427726854
1_20_2013-01-11,9172.123739399243
1_20_2013-01-18,9185.95794775051
1_20_2013-01-25,9199.806059763865
1_20_2013-02-01,9227.544022709752
1_20_2013-02-08,9255.337684102704
1_20_2013-02-15,9297.132732986784
1_20_2013-02-22,9311.092325692944
1_20_2013-03-01,9325.065884910216
1_20_2013-03-08,9339.053417621817
1_20_2013-03-15,9353.054930810971
1_20_2013-03-22,9367.070431460908
1_20_2013-03-29,9381.099926554843
1_20_2013-04-05,9395.143423076004
1_20_2013-04-12,9409.20092800762
1_20_2013-04-19,8221.520450685317
1_20_2013-04-26,8234.381722235841
1_20_2013-05-03,8247.256399750464
1_20_2013-05-10,8260.14449021241
1_20_2013-05-17,8273.046000604905
1_20_2013-05-24,8285.960937911166
1_20_2013-05-31,8298.889309114422
1_20_2013-06-07,8311.831121197898
1_20_2013-06-14,8324.786381144813
1_20_2013-06-21,8337.755095938392
1_20_2013-06-28,8350.737272561864
1_20_2013-07-05,8363.732917998443
1_20_2013-07-12,8376.74203923136
1_20_2013-07-19,8389.76464324384
1_20_2013-07-26,8415.850327540364
1_21_2012-11-02,8428.913421790865
